IPV6-202402,#genre#
CDTV3HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.13:5140
CDTV4HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.14:5140
CDTV5HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.15:5140
CDTV6HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.16:5140
四川经济HD,http://ipv6.kjrzxhb.top:8888/udp/239.11.0.2:5140
四川文化HD,http://ipv6.kjrzxhb.top:8888/udp/239.11.0.3:5140
四川乡村HD,http://ipv6.kjrzxhb.top:8888/udp/239.11.0.4:5140
四川新闻HD,http://ipv6.kjrzxhb.top:8888/udp/239.11.0.5:5140
四川7HD,http://ipv6.kjrzxhb.top:8888/udp/239.11.0.8:5140
峨眉电影HD,http://ipv6.kjrzxhb.top:8888/udp/239.11.0.11:5140
泸州新闻综合台,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.46:5140
泸州科技生活,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.48:5140
ABTV1标清,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.50:5140
ABTV2标清,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.51:5140
巴中综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.52:5140
巴中文旅HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.53:5140
达州新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.54:5140
达州文化生活HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.55:5140
德阳新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.56:5140
德阳文旅科教HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.57:5140
广安新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.58:5140
广安文旅乡村HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.59:5140
广元综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.60:5140
广元文化生活HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.61:5140
乐山新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.62:5140
乐山文旅生活,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.63:5140
凉山新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.64:5140
凉山彝语综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.65:5140
眉山综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.66:5140
眉山文化乡村HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.67:5140
南充综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.68:5140
南充科教HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.70:5140
内江综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.71:5140
内江科教生活,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.73:5140
攀枝花新闻综合,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.74:5140
攀枝花文旅生活,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.75:5140
遂宁综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.76:5140
遂宁文化生活HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.77:5140
雅安新闻综合,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.78:5140
雅安文化生活,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.79:5140
宜宾新闻综合,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.80:5140
宜宾公共台,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.81:5140
资阳新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.82:5140
自贡综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.83:5140
自贡文化生活HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.84:5140
绵阳新闻综合HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.96:5140
绵阳科教生活HD,http://ipv6.kjrzxhb.top:8888/udp/239.10.0.98:5140



经典电影频道,#genre#
淘电影,http://219.142.147.211:9901/tsfile/live/1010_1.m3u8
4K超清,http://219.142.147.211:9901/tsfile/live/1011_1.m3u8
淘BABY,http://219.142.147.211:9901/tsfile/live/1012_1.m3u8
淘剧场,http://219.142.147.211:9901/tsfile/live/1014_1.m3u8
淘娱乐,http://219.142.147.211:9901/tsfile/live/1013_1.m3u8
蓉城电影台,http://tvmvip110.club/douyu.php?id=11137425
电影1台,http://tvmvip110.club/douyu.php?id=3337730
电影2台,http://tvmvip110.club/douyu.php?id=315457
高清电影台,http://tvmvip110.club/douyu.php?id=7752759
大宋神探台,http://tvmvip110.club/douyu.php?id=7784862
西游记台,http://tvmvip110.club/douyu.php?id=3113309
国产剧台,http://tvmvip110.club/douyu.php?id=2096337
星光视界http://123.57.74.37:1111/nettv/bili.php?id=23152385
生活剧场http://175.174.250.224:4000/udp/232.0.0.37:8646
古装剧场http://175.174.250.224:4000/udp/232.0.0.54:8648
经典剧场http://175.174.250.224:4000/udp/232.0.0.89:8650
原声电影http://175.174.250.224:4000/udp/232.0.0.33:8652
译制片http://175.174.250.224:4000/udp/232.0.0.31:8654
亚洲电影http://175.174.250.224:4000/udp/232.0.0.30:8656
经典电影1台http://106.53.212.251/daili/yy.php?id=1456353568
经典电影2台http://106.53.212.251/daili/yy.php?id=1355480591
经典电影3台http://106.53.212.251/daili/yy.php?id=1382736808
经典电影4台http://106.53.212.251/daili/yy.php?id=1354658049
经典电影5台http://106.53.212.251/daili/yy.php?id=1382779065
经典电影6台http://106.53.212.251/daili/yy.php?id=1354936169
经典电影7台http://106.53.212.251/daili/yy.php?id=1354936207
经典电影8台http://106.53.212.251/daili/yy.php?id=1354889009
经典电影9台http://106.53.212.251/daili/yy.php?id=1354507447
经典电影10台http://106.53.212.251/daili/yy.php?id=1354924893
经典电影11台http://106.53.212.251/daili/yy.php?id=1355076627
经典电影12台http://106.53.212.251/daili/yy.php?id=1354936116
经典电影13台http://106.53.212.251/daili/yy.php?id=1354889044
经典电影14台http://106.53.212.251/daili/yy.php?id=1354888743
经典电影15台http://106.53.212.251/daili/yy.php?id=1354888726
经典电影16台http://106.53.212.251/daili/yy.php?id=1382735573
经典电影17台http://106.53.212.251/daili/yy.php?id=1354888751
经典电影18台http://106.53.212.251/daili/yy.php?id=1382736817
经典电影19台http://106.53.212.251/daili/yy.php?id=1382736817
经典电影20台http://106.53.212.251/daili/yy.php?id=1382735571
经典电影21台http://106.53.212.251/daili/yy.php?id=1354209316
经典电影22台http://106.53.212.251/daili/yy.php?id=1450828388
经典电影23台http://106.53.212.251/daili/yy.php?id=1382736892
经典电影24台http://106.53.212.251/daili/yy.php?id=1382745094
经典电影25台http://106.53.212.251/daili/yy.php?id=1382736835
经典电影26台http://106.53.212.251/daili/yy.php?id=1382741640
经典电影27台http://106.53.212.251/daili/yy.php?id=1354930897
经典电影28台http://106.53.212.251/daili/yy.php?id=1354930816
经典电影29台http://106.53.212.251/daili/yy.php?id=1382736871
经典电影30台http://106.53.212.251/daili/yy.php?id=1382736856
经典电影31台http://106.53.212.251/daili/yy.php?id=1354869861
经典电影32台http://106.53.212.251/daili/yy.php?id=1382745113
经典电影33台http://106.53.212.251/daili/yy.php?id=1355171231
经典电影34台http://106.53.212.251/daili/yy.php?id=1382749907
IPTV高清院线,http://119.39.128.18:88/hls/34/index.m3u8
IPTV抗战剧场,http://119.39.128.18:88/hls/35/index.m3u8
IPTV古装剧场,http://119.39.128.18:88/hls/36/index.m3u8
IPTV经典剧场,http://119.39.128.18:88/hls/37/index.m3u8
午夜影院HD,https://pull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院HD,https://pull.kktv8.com/livekktv/99350550/playlist.m3u8
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
经典再现,http://112.19.214.90:8883/tsfile/live/1009_1.m3u8
高清影院,http://112.19.214.90:8883/tsfile/live/1011_1.m3u8
CHC高清电影,http://hls.yun.gehua.net.cn:8088/live/CHCHD_6000.m3u8
CHC动作电影,http://hls.yun.gehua.net.cn:8088/live/Motion_2000.m3u8
CHC家庭影院,http://hls.yun.gehua.net.cn:8088/live/CHC_2000.m3u8
CHC动作电影,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://111.20.33.70/TVOD/88888893/224/3221226465/index.m3u8
CHC高清电影,http://111.20.33.70/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://111.20.33.93/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://111.20.33.70/TVOD/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://111.20.33.70/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://111.20.33.70/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8
天龙八部,https://txtest-xp2p.p2p.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.xs
神雕侠侣,https://txtest-xp2p.p2p.huya.com/src/1423787869-1423787869-6115122333796532224-2847699194-10057-A-0-1.xs
倚天屠龙,https://txtest-xp2p.p2p.huya.com/src/1394565214-1394565214-5989611986269241344-2789253884-10057-A-0-1.xs
金庸经典,https://txtest-xp2p.p2p.huya.com/src/1524439846-1524439846-6547419283289276416-3049003148-10057-A-0-1.xs
周星驰,http://txtest-xp2p.p2p.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1-imgplus.xs
吴孟达,http://txtest-xp2p.p2p.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.xs
林正英,http://txtest-xp2p.p2p.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.xs
沈腾,http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
甄子丹,http://txtest-xp2p.p2p.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.xs
成龙,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.xs
李连杰,http://txtest-xp2p.p2p.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.xs
周润发,http://txtest-xp2p.p2p.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.xs
刘德华,http://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.xs
洪金宝,http://txtest-xp2p.p2p.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.xs
吴京,http://txtest-xp2p.p2p.huya.com/src/1524434090-1524434090-6547394561457520640-3048991636-10057-A-0-1.xs
黄渤,http://txtest-xp2p.p2p.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.xs
刘家辉,http://txtest-xp2p.p2p.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1.xs
咏春系列,http://txtest-xp2p.p2p.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.xs
黑帮系列,http://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1.xs
古墓系列,http://txtest-xp2p.p2p.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.xs
赛车系列,http://txtest-xp2p.p2p.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.xs
警匪系列,http://txtest-xp2p.p2p.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.xs
中国功夫,http://txtest-xp2p.p2p.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.xs
喜剧系列,http://txtest-xp2p.p2p.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.xs
动作大片,http://txtest-xp2p.p2p.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.xs
玄幻系列,http://txtest-xp2p.p2p.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.xs
古装武侠,http://txtest-xp2p.p2p.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.xs
香港女神系列,http://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.xs
王晶导演,http://txtest-xp2p.p2p.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.xs
历年贺岁大片,http://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
金庸武侠系列,http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs94575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
CITY都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
湖南电影台,http://124.232.231.246:6610/000000001001/201600020005/index.m3u8?A=&IASHttpSessionId=OTT?zhund
湖南电视剧,http://124.232.231.246:6610/000000001001/201600010006/index.m3u8?A=&IASHttpSessionId=OTT?zhund


经典小品频道,#genre#
小品1台,http://tvmvip110.club/douyu.php?id=9067836
小品2台,http://tvmvip110.club/douyu.php?id=9817716
小品3台,http://tvmvip110.club/douyu.php?id=9322175
小品4台,http://tvmvip110.club/douyu.php?id=10419558
小品5台,http://tvmvip110.club/douyu.php?id=10419541
经典小品1台,http://106.53.212.251/daili/yy.php?id=1354930971
经典小品2台,http://106.53.212.251/daili/yy.php?id=1353196797
经典小品3台,http://106.53.212.251/daili/yy.php?id=1354931577
经典小品4台,http://106.53.212.251/daili/yy.php?id=1382736821
经典小品5台,http://106.53.212.251/daili/yy.php?id=1354932409
经典小品6台,http://106.53.212.251/daili/yy.php?id=1354931503

景区直播,#genre#
安徽宏村月沼,http://gcksc.v.kcdnvip.com/gc/tjhh01_1/index.m3u8
安徽黄山光明顶,https://gccncc.v.wscdns.com/gc/hsgmd_1/index.m3u8
安徽黄山卧云峰,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
安徽黄山新安江,https://gccncc.v.wscdns.com/gc/mdjxxmhjygjt_1/index.m3u8
安徽黄山信兴道,https://gccncc.v.wscdns.com/gc/hsyg_1/index.m3u8
安徽六安金寨大湾村,https://gctxyc.liveplay.myqcloud.com/gc/tyhjntyz_1/index.m3u8
安徽六安金寨大湾村,http://gcksc.v.kcdnvip.com/gc/tyhjntyz_1/index.m3u8
安徽芦村远眺,http://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
安徽石台县仙寓山,https://gcalic.v.myalicdn.com/gc/hsxhdxg_1/index.m3u8
安徽太平古城,http://gctxyc.liveplay.myqcloud.com/gc/gllj01_1_md.m3u8
安徽黟县宏村月沼,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1/index.m3u8
安徽黟县卢村远眺,https://gccncc.v.wscdns.com/gc/yxlcyt_1/index.m3u8
安徽黟县西递牌坊,http://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
安徽黟县西递牌坊,http://gcbsc.v.live.baishancdnx.cn/gc/yxxdpf_1/index.m3u8
八达岭长城北十楼,http://gccncc.v.wscdns.com/gc/bgwn10_1/index.m3u8
坝达景点观景台,http://gccncc.v.wscdns.com/gc/hnttbdjd_1/index.m3u8
北京黄花城水长城,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
北京密云古北水镇,http://gcksc.v.kcdnvip.com/gc/dlst03_1/index.m3u8
北京鸟巢和水立方,http://gcksc.v.kcdnvip.com/gc/glxs01_1/index.m3u8
北京香山,https://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8
北京新首钢大桥,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8
北京新首钢大桥,http://gccncc.v.wscdns.com/gc/ljgcwglytylxs_1/index.m3u8
崇圣寺三塔湖面,http://gcalic.v.myalicdn.com/gc/dlst02_1/index.m3u8
宠村月沼,https://gccncc.v.wscdns.com/gc/yxhcyz_1/index.m3u8
大容山莲花山顶,http://gctxyc.liveplay.myqcloud.com/gc/drs01_1_md.m3u8
凤凰古城,https://gccncc.v.wscdns.com/gc/fhgcdgm_1/index.m3u8
凤凰古城东关门,http://gcksc.v.kcdnvip.com/gc/fhgcdgm_1/index.m3u8
福建华安土楼,http://gccncc.v.wscdns.com/gc/syns01_1/index.m3u8
福建三坊七巷,http://gcksc.v.kcdnvip.com/gc/hhdxg01_1/index.m3u8
甘坑客家小镇,http://gcksc.v.kcdnvip.com/gc/szgk01_1/index.m3u
甘肃敦煌鸣沙山,http://gcksc.v.kcdnvip.com/gc/dhyyqst_1/index.m3u8
甘肃嘉峪关城景区,http://gctxyc.liveplay.myqcloud.com/gc/dxssyt_1_md.m3u8
广东韶关新丰马头镇,http://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
广东阳江海陵岛,http://gcbsc.v.live.baishancdnx.cn/gc/sgns01_1/index.m3u8
广西崇左白头猴国家级自然保护区,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8
广西桂林象鼻山,https://gccncc.v.wscdns.com/gc/ztn_1/index.m3u8
广西柳州三江风雨桥,https://gccncc.v.wscdns.com/gc/wygjt2_1/index.m3u8
广西柳州三江鼓楼,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8
广西柳州三江鼓楼,http://gcbsc.v.live.baishancdnx.cn/gc/ljgcdyhxgjt_1/index.m3u8
广西柳州宜阳风雨桥,http://gcksc.v.kcdnvip.com/gc/hgsylztpb_1/index.m3u8
广西柳州月也侗寨,http://gcksc.v.kcdnvip.com/gc/fcw03_1/index.m3u8
广西玉林万亩茶园,https://gctxyc.liveplay.myqcloud.com/gc/tyhjtynl_1/index.m3u8
广州塔和海心桥,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8
贵州安顺坝陵河大桥,http://gcksc.v.kcdnvip.com/gc/hlwxt_1/index.m3u8
贵州都匀毛尖镇茶山,http://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
贵州贵阳白云区泉湖公园,http://gctxyc.liveplay.myqcloud.com/gc/zyqcdx01_1_md.m3u8
贵州贵阳花果园湿地公园,http://gccncc.v.wscdns.com/gc/hnttlhzjd_1/index.m3u8
贵州贵阳十里画廊,https://gctxyc.liveplay.myqcloud.com/gc/wysyxdhp_1/index.m3u8
贵州贵阳十里画廊,http://gcbsc.v.live.baishancdnx.cn/gc/wysyxdhp_1/index.m3u8
贵州六盘水镇钟山梅花景区,http://gcksc.v.kcdnvip.com/gc/hkylxs02_1/index.m3u8
贵州息烽县田园综合体,http://gccncc.v.wscdns.com/gc/jhs02_1/index.m3u8
海南白沙原生态茶园小镇,https://gccncc.v.wscdns.com/gc/zsslsgc_1/index.m3u8
海南保亭七仙岭温泉公园,https://gctxyc.liveplay.myqcloud.com/gc/emsyh_1/index.m3u8
海南保亭七仙岭温泉公园,http://gcalic.v.myalicdn.com/gc/emsyh_1/index.m3u8
河南焦作红石峡,http://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8
河南焦作红石峡,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8
河南王店乡乡村振兴基地,https://gctxyc.liveplay.myqcloud.com/gc/taishan01_1/index.m3u8
河南信阳思乡谷,http://gctxyc.liveplay.myqcloud.com/gc/nxsptdmgy_1_md.m3u8
黑龙江哈尔滨松花江,http://gctxyc.liveplay.myqcloud.com/gc/xysrf_1_md.m3u8
黑龙江黑河自贸区,https://gccncc.v.wscdns.com/gc/hsmbsh_1/index.m3u8
黑龙江牡丹江镜泊湖,http://gcalic.v.myalicdn.com/gc/jyg04_1/index.m3u8
黑龙江牡丹江镜泊湖,https://gctxyc.liveplay.myqcloud.com/gc/jyg04_1/index.m3u8
宏村月沼,http://gcbsc.v.live.baishancdnx.cn/gc/yxhcyz_1/index.m3u8
湖北黄石阳新莲花湖,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdgs_1_md.m3u8
湖北十堰丹江口,http://gctxyc.liveplay.myqcloud.com/gc/dxsdtts_1_md.m3u8
湖北襄阳春秋寨,https://gctxyc.liveplay.myqcloud.com/gc/hssxf_1/index.m3u8
湖北襄阳黄龙镇,http://gctxyc.liveplay.myqcloud.com/gc/sgns02_1_md.m3u8
湖北新洲邾城街,https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8
湖北宜昌许家冲村,https://gccncc.v.wscdns.com/gc/ytsxzg_1/index.m3u8
湖北宜昌许家冲村,http://gctxyc.liveplay.myqcloud.com/gc/ytsxzg_1_md.m3u8
湖南郴州沙洲瑶族村,http://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
湖南郴州沙洲瑶族村,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
湖南邵阳将军石,http://gctxyc.liveplay.myqcloud.com/gc/xjtchxpt_1_md.m3u8
湖南邵阳骆驼峰,http://gctxyc.liveplay.myqcloud.com/gc/jhs05_1_md.m3u8
湖南天门山玻璃栈道,http://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
湖南天门山天门洞,http://gcalic.v.myalicdn.com/gc/tmstmd01_1/index.m3u8
湖南湘西凤凰古城,http://gctxyc.liveplay.myqcloud.com/gc/fhgcdnhs_1_md.m3u8
湖南湘西凤凰古城,https://gccncc.v.wscdns.com/gc/fhgcdnhs_1/index.m3u8
湖南张家界玻璃桥,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8
湖南张家界将军列队,https://gctxyc.liveplay.myqcloud.com/gc/zjjjjdl_1/index.m3u8
黄龙·争艳彩池,http://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
黄山飞来石,https://gccncc.v.wscdns.com/gc/hsptgy_1/index.m3u8
吉林四平战役纪念馆,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8
济南千佛山望泉城,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8
江苏南京玄武湖公园,http://gcksc.v.kcdnvip.com/gc/xwh01_1/index.m3u8
江苏南京长江,https://gcalic.v.myalicdn.com/gc/hsxkscj_1/index.m3u8
江苏南通梵音广场,http://gccncc.v.wscdns.com/gc/ylxs12_1/index.m3u8
江苏无锡惠山二茅峰望锡城,http://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
江苏无锡惠山二茅峰望锡城,https://gctxyc.liveplay.myqcloud.com/gc/wysdhpcy_1/index.m3u8
江西南昌滕王阁,http://gccncc.v.wscdns.com/gc/nxsptdmgychlr_1/index.m3u8
辽宁抚顺雷锋纪念馆,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8
辽宁沈阳浑河,https://gccncc.v.wscdns.com/gc/ljgcdsc_1/index.m3u8
辽宁沈阳浑河,http://gcksc.v.kcdnvip.com/gc/ljgcdsc_1/index.m3u8
鸣沙山月牙泉,http://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
内蒙古呼伦贝尔莫尔道,http://gccncc.v.wscdns.com/gc/hkylxs01_1/index.m3u8
内蒙古呼伦贝尔莫日格勒河,http://gctxyc.liveplay.myqcloud.com/gc/gly01_1_md.m3u8
宁夏固原将堡台,http://gcalic.v.myalicdn.com/gc/hlxsd_1/index.m3u8
宁夏黄河漂流,http://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1_md.m3u8
普贤菩萨铜像,http://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
青海湖,http://gcalic.v.myalicdn.com/gc/qhh_1/index.m3u8
青海门源大坂山,http://gccncc.v.wscdns.com/gc/tms05_1/index.m3u8
青海门源仙米森林公园,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8
全国风景总览,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
山东济南趵突泉,http://gcksc.v.kcdnvip.com/gc/hnttdysjd_1/index.m3u8
山东济南章丘三涧溪村,http://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
山东青岛艾山天文台,http://gccncc.v.wscdns.com/gc/jhs01_1/index.m3u8
山东青岛五四广场,http://gccncc.v.wscdns.com/gc/xymlh_1/index.m3u8
山东泰山大观峰,https://gctxyc.liveplay.myqcloud.com/gc/taishan03_1/index.m3u8
山东泰山天街全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8
山东泰山望人松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
山东泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
山东章丘三涧溪村,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
山西大同广灵水神堂,http://gctxyc.liveplay.myqcloud.com/gc/nywbwg01_1_md.m3u8
陕西汉中镇巴草坝景区,https://gccncc.v.wscdns.com/gc/lsdfgfl_1/index.m3u8
陕西西安蔡家坡村,http://gctxyc.liveplay.myqcloud.com/gc/xjtcmys_1_md.m3u8
陕西西安泾渭分明景点,https://gccncc.v.wscdns.com/gc/wgw04_1/index.m3u8
陕西延安黄河,https://gccncc.v.wscdns.com/gc/ytsbjy_1/index.m3u8
陕西延安黄河,http://gccncc.v.wscdns.com/gc/ytsbjy_1/index.m3u8
陕西榆林革命旧址,http://gcalic.v.myalicdn.com/gc/bgws7_1/index.m3u8
深圳世界之窗,http://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8
十八洞村,http://gcksc.v.kcdnvip.com/gc/sbd01_1/index.m3u8
四川成都东安湖体育公园,http://gcksc.v.kcdnvip.com/gc/btq01_1/index.m3u8
四川成都太古里,http://gcbsc.v.live.baishancdnx.cn/gc/lhssjzd_1/index.m3u8
四川成都天府双塔,http://gcksc.v.kcdnvip.com/gc/tms01_1/index.m3u8
四川达古冰川,https://gccncc.v.wscdns.com/gc/ztx_1/index.m3u8
四川峨眉山普贤菩萨,http://gcalic.v.myalicdn.com/gc/gccntv241-slf01_1/index.m3u8
四川峨眉云海日出,https://gctxyc.liveplay.myqcloud.com/gc/emsarm_1/index.m3u8
四川黄龙五彩池,http://gccncc.v.wscdns.com/gc/hlwcc_1/index.m3u8
四川九寨沟,https://gctxyc.liveplay.myqcloud.com/gc/wygjt1_1/index.m3u8
四川乐山岷江,http://gccncc.v.wscdns.com/gc/hkhs01_1/index.m3u8
四川凉山邛海景区,http://gctxyc.liveplay.myqcloud.com/gc/xcqh01_1_md.m3u8
四川映秀新城,http://gcbsc.v.live.baishancdnx.cn/gc/wcyxxc01_1/index.m3u8
泰山天街,https://gccncc.v.wscdns.com/gc/taishan07_1/index.m3u8
天界山-玻璃栈道,http://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
天界山-桃花湾瀑布,http://gccncc.v.wscdns.com/gc/blg05_1/index.m3u8
天津滨海新区,https://gccncc.v.wscdns.com/gc/ljgcszsnkgc_1/index.m3u8
武汉两江四岸,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8
武夷山玉女峰,http://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
武夷山玉女峰,https://gcalic.v.myalicdn.com/gc/wysynf_1/index.m3u8
新疆阜康天山天池,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1_md.m3u8
新疆喀什,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
